"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
32565410,
32565410006,3256006
32565410016,3256016
32565410017,3256017
32565410018,3256018
32565410032,3256032
32565411,
32565411001,3256001
32565411002,3256002
32565411019,3256019
32565411021,3256021
32565411023,3256023
32565411036,3256036
3257,
32570003003,3257003
32570009009,3257009
32570028028,3257028
32570031031,3257031
32570035035,3257035
32575401,
32575401001,3257001
32575401005,3257005
32575401008,3257008
32575401012,3257012
32575401022,3257022
32575402,
32575402007,3257007
32575402015,3257015
32575402020,3257020
32575402021,3257021
32575403,
32575403006,3257006
32575403011,3257011
32575403016,3257016
32575403036,3257036
32575404,
32575404019,3257019
32575404023,3257023
32575404025,3257025
32575404027,3257027
32575404030,3257030
32575404037,3257037
32575405,
32575405013,3257013
32575405014,3257014
32575405026,3257026
32575405034,3257034
32575406,
32575406002,3257002
32575406017,3257017
32575406018,3257018
32575406024,3257024
32575406029,3257029
32575406032,3257032
32575407,
32575407004,3257004
32575407010,3257010
32575407033,3257033
32575407038,3257038
3351,
33510004004,3351004
33510006006,3351006
33510010010,3351010
33510012012,3351012
33510023023,3351023
33510024024,3351024
33510025025,3351025
33510026026,3351026
33515402,
33515402005,3351005
33515402007,3351007
33515402017,3351017
33515402022,3351022
33515403,
33515403002,3351002
33515403003,3351003
33515403008,3351008
33515403015,3351015
33515403016,3351016
33515404,
33515404001,3351001
33515404018,3351018
33515404021,3351021
33519501501,3351501
3352,
33520011011,3352011
33520032032,3352032
33520050050,3352050
33520059059,3352059
33520060060,3352060
33520061061,3352061
33520062062,3352062
33525404,
33525404002,3352002
33525404024,3352024
33525404029,3352029
33525404036,3352036
33525404052,3352052
33525407,
33525407020,3352020
33525407022,3352022
33525407044,3352044
33525411,
33525411004,3352004
33525411008,3352008
33525411025,3352025
33525411038,3352038
33525411039,3352039
33525411041,3352041
33525411042,3352042
33525411043,3352043
33525411045,3352045
33525411046,3352046
33525411051,3352051
33525411055,3352055
33525411056,3352056
33525411063,3352063
3353,
33530005005,3353005
33530026026,3353026
33530029029,3353029
33530031031,3353031
33530032032,3353032
33530040040,3353040
33535401,
33535401007,3353007
33535401023,3353023
33535401033,3353033
33535402,
33535402002,3353002
33535402004,3353004
33535402009,3353009
33535402016,3353016
33535402024,3353024
33535402036,3353036
33535403,
33535403001,3353001
33535403008,3353008
33535403014,3353014
33535403019,3353019
33535403025,3353025
33535403028,3353028
33535403039,3353039
33535404,
33535404003,3353003
33535404017,3353017
33535404020,3353020
33535405,
33535405010,3353010
33535405011,3353011
33535405012,3353012
33535405013,3353013
33535405030,3353030
33535405034,3353034
33535405037,3353037
33535405042,3353042
33535406,
33535406006,3353006
33535406015,3353015
33535406018,3353018
33535406021,3353021
33535406022,3353022
33535406027,3353027
33535406035,3353035
33535406038,3353038
33535406041,3353041
3354,
33545403,
33545403005,3354005
33545403007,3354007
33545403010,3354010
33545403020,3354020
33545403021,3354021
33545406,
33545406003,3354003
33545406004,3354004
33545406006,3354006
33545406008,3354008
33545406009,3354009
33545406011,3354011
33545406012,3354012
33545406014,3354014
33545406019,3354019
33545406027,3354027
33545407,
33545407001,3354001
33545407002,3354002
33545407013,3354013
33545407015,3354015
33545407016,3354016
33545407017,3354017
33545407018,3354018
33545407022,3354022
33545407023,3354023
33545407024,3354024
33545407025,3354025
33545407026,3354026
3355,
33550001001,3355001
33550009009,3355009
33550022022,3355022
33550049049,3355049
33555401,
33555401002,3355002
33555401008,3355008
33555401027,3355027
33555401029,3355029
33555401034,3355034
33555402,
33555402004,3355004
33555402007,3355007
33555402017,3355017
33555402023,3355023
33555402028,3355028
33555402039,3355039
33555402042,3355042
33555403,
33555403010,3355010
33555403012,3355012
33555403013,3355013
33555403025,3355025
33555403037,3355037
33555404,
33555404020,3355020
33555404031,3355031
33555404035,3355035
33555404041,3355041
33555405,
33555405006,3355006
33555405014,3355014
33555405016,3355016
33555405024,3355024
33555406,
33555406005,3355005
33555406026,3355026
33555406030,3355030
33555406036,3355036
33555406038,3355038
33555406040,3355040
33555407,
33555407003,3355003
33555407011,3355011
33555407015,3355015
33555407018,3355018
33555407019,3355019
33555407021,3355021
33555407032,3355032
33555407033,3355033
3356,
33560002002,3356002
33560005005,3356005
33560007007,3356007
33560008008,3356008
33560009009,3356009
33560011011,3356011
33565401,
33565401001,3356001
33565401003,3356003
33565401004,3356004
33565401006,3356006
33565401010,3356010
3357,
33570008008,3357008
33570016016,3357016
33570039039,3357039
33570041041,3357041
33570051051,3357051
33575401,
33575401006,3357006
33575401009,3357009
33575401024,3357024
33575401025,3357025
33575401031,3357031
33575401054,3357054
33575402,
33575402015,3357015
33575402023,3357023
33575402033,3357033
33575402046,3357046
33575402049,3357049
33575403,
33575403002,3357002
33575403004,3357004
33575403012,3357012
33575403027,3357027
33575403035,3357035
33575404,
33575404003,3357003
33575404011,3357011
33575404014,3357014
33575404036,3357036
33575404038,3357038
33575404040,3357040
33575404042,3357042
33575404043,3357043
33575405,
33575405017,3357017
33575405019,3357019
33575405029,3357029
33575405032,3357032
33575405034,3357034
33575405044,3357044
33575405048,3357048
33575405050,3357050
33575405056,3357056
33575406,
33575406001,3357001
33575406005,3357005
33575406020,3357020
33575406022,3357022
33575406028,3357028
33575406037,3357037
33575406045,3357045
33575407,
33575407007,3357007
33575407010,3357010
33575407026,3357026
33575407030,3357030
33575407047,3357047
33575407052,3357052
33575407053,3357053
33575407055,3357055
33575408,
33575408013,3357013
33575408018,3357018
33575408021,3357021
33575408057,3357057
3358,
33580002002,3358002
33580008008,3358008
33580016016,3358016
33580017017,3358017
33580019019,3358019
33580021021,3358021
33580023023,3358023
33580024024,3358024
33585401,
33585401001,3358001
33585401006,3358006
33585401011,3358011
33585401012,3358012
33585401014,3358014
33585402,
33585402003,3358003
33585402009,3358009
33585402013,3358013
33585402018,3358018
33585403,
33585403005,3358005
33585403007,3358007
33585403010,3358010
33585403015,3358015
33585403020,3358020
33589501501,3358501
3359,
33590010010,3359010
33590013013,3359013
33590028028,3359028
33590038038,3359038
33595401,
33595401003,3359003
33595401006,3359006
33595401037,3359037
33595402,
33595402011,3359011
33595402017,3359017
33595402031,3359031
33595403,
33595403002,3359002
33595403005,3359005
33595403008,3359008
33595403023,3359023
33595405,
33595405001,3359001
33595405007,3359007
33595405012,3359012
33595405027,3359027
33595405034,3359034
33595406,
33595406020,3359020
33595406021,3359021
33595406026,3359026
33595406032,3359032
33595406033,3359033
33595406039,3359039
33595407,
33595407004,3359004
33595407018,3359018
33595407030,3359030
33595407035,3359035
33595407040,3359040
33595409,
33595409009,3359009
33595409014,3359014
33595409015,3359015
33595409016,3359016
33595409019,3359019
33595409022,3359022
33595409024,3359024
33595409025,3359025
33595409029,3359029
33595409036,3359036
3360,
33600004004,3360004
33600025025,3360025
33605404,
33605404015,3360015
33605404016,3360016
33605404018,3360018
33605404022,3360022
33605404024,3360024
33605405,
33605405007,3360007
33605405009,3360009
33605405023,3360023
33605407,
33605407001,3360001
33605407002,3360002
33605407003,3360003
33605407006,3360006
33605407008,3360008
33605407010,3360010
33605407011,3360011
33605407012,3360012
33605407014,3360014
33605407017,3360017
33605407019,3360019
33605407026,3360026
33605407029,3360029
33605408,
33605408005,3360005
33605408013,3360013
33605408020,3360020
33605408030,3360030
3361,
33610001001,3361001
33610003003,3361003
33610005005,3361005
33610006006,3361006
33610008008,3361008
33610009009,3361009
33610012012,3361012
33615401,
33615401002,3361002
33615401004,3361004
33615401010,3361010
33615401013,3361013
3401,
34010000000,3401000
3402,
34020000000,3402000
3403,
34030000000,3403000
3404,
34040000000,3404000
3405,
34050000000,3405000
3451,
34510001001,3451001
34510002002,3451002
34510004004,3451004
34510005005,3451005
34510007007,3451007
34510008008,3451008
3452,
34520001001,3452001
34520002002,3452002
34520006006,3452006
34520007007,3452007
34520011011,3452011
34520012012,3452012
34520013013,3452013
34520014014,3452014
34520019019,3452019
34520020020,3452020
34520023023,3452023
34520025025,3452025
34520027027,3452027
34525401,
34525401015,3452015
34525401017,3452017
34525401021,3452021
34525401022,3452022
34525401024,3452024
34525401026,3452026
34525403,
34525403003,3452003
34525403008,3452008
34525403009,3452009
34525403010,3452010
34525403016,3452016
3453,
34530001001,3453001
34530002002,3453002
34530003003,3453003
34530004004,3453004
34530005005,3453005
34530006006,3453006
34530007007,3453007
34530008008,3453008
34530009009,3453009
34530010010,3453010
34530011011,3453011
34530012012,3453012
34530013013,3453013
3454,
34540010010,3454010
34540014014,3454014
34540018018,3454018
34540019019,3454019
34540032032,3454032
34540035035,3454035
34540041041,3454041
34540044044,3454044
34540045045,3454045
34540054054,3454054
34545401,
34545401007,3454007
34545401008,3454008
34545401020,3454020
34545401025,3454025
34545401030,3454030
34545401037,3454037
34545401038,3454038
34545401056,3454056
34545401060,3454060
34545402,
34545402001,3454001
34545402003,3454003
34545402012,3454012
34545402036,3454036
34545402053,3454053
34545403,
34545403009,3454009
34545403021,3454021
34545403026,3454026
34545404,
34545404013,3454013
34545404029,3454029
34545404039,3454039
34545404040,3454040
34545404043,3454043
34545404052,3454052
34545405,
34545405002,3454002
34545405015,3454015
34545405017,3454017
34545405028,3454028
34545405031,3454031
34545405059,3454059
34545406,
34545406004,3454004
34545406006,3454006
34545406011,3454011
34545406022,3454022
34545406051,3454051
34545407,
34545407005,3454005
34545407016,3454016
34545407023,3454023
34545407024,3454024
34545407047,3454047
34545407048,3454048
34545407050,3454050
34545407058,3454058
34545408,
34545408034,3454034
34545408046,3454046
34545408049,3454049
34545409,
34545409027,3454027
34545409033,3454033
34545409042,3454042
34545409055,3454055
34545409057,3454057
3455,
34550007007,3455007
34550014014,3455014
34550015015,3455015
34550020020,3455020
34550021021,3455021
34550025025,3455025
34550026026,3455026
34550027027,3455027
3456,
34560001001,3456001
34560015015,3456015
34560025025,3456025
34565401,
34565401002,3456002
34565401009,3456009
34565401012,3456012
34565401019,3456019
34565402,
34565402004,3456004
34565402005,3456005
34565402013,3456013
34565402014,3456014
34565402017,3456017
34565403,
34565403003,3456003
34565403010,3456010
34565403016,3456016
34565403018,3456018
34565403020,3456020
34565403027,3456027
34565404,
34565404006,3456006
34565404007,3456007
34565404008,3456008
34565404011,3456011
34565404023,3456023
34565404024,3456024
34565404026,3456026
3457,
34570002002,3457002
34570012012,3457012
34570013013,3457013
34570014014,3457014
34570017017,3457017
34570018018,3457018
34570020020,3457020
34570021021,3457021
34570022022,3457022
34570024024,3457024
34575402,
34575402003,3457003
34575402009,3457009
34575402010,3457010
34575402011,3457011
34575402015,3457015
34575402019,3457019
34575403,
34575403006,3457006
34575403008,3457008
34575403016,3457016
3458,
34580003003,3458003
34580005005,3458005
34580007007,3458007
34580009009,3458009
34580010010,3458010
34580013013,3458013
34580014014,3458014
34585401,
34585401001,3458001
34585401002,3458002
34585401004,3458004
34585401006,3458006
34585401008,3458008
34585401011,3458011
34585401012,3458012
34585401015,3458015
3459,
34590003003,3459003
34590004004,3459004
34590005005,3459005
34590006006,3459006
34590008008,3459008
34590012012,3459012
34590013013,3459013
34590014014,3459014
34590015015,3459015
34590019019,3459019
34590020020,3459020
34590021021,3459021
34590022022,3459022
34590024024,3459024
34590029029,3459029
34590033033,3459033
34590034034,3459034
34595401,
34595401007,3459007
34595401025,3459025
34595401028,3459028
34595401030,3459030
34595402,
34595402001,3459001
34595402002,3459002
34595402010,3459010
34595402016,3459016
34595402018,3459018
34595402023,3459023
34595402031,3459031
34595403,
34595403009,3459009
34595403011,3459011
34595403017,3459017
34595404,
34595404026,3459026
34595404027,3459027
34595404032,3459032
3460,
34600001001,3460001
34600002002,3460002
34600003003,3460003
34600004004,3460004
34600005005,3460005
34600006006,3460006
34600007007,3460007
34600008008,3460008
34600009009,3460009
34600010010,3460010
3461,
34610001001,3461001
34610002002,3461002
34610003003,3461003
34610004004,3461004
34610005005,3461005
34610006006,3461006
34610007007,3461007
34610008008,3461008
34610009009,3461009
3462,
34620005005,3462005
34620007007,3462007
34620014014,3462014
34620019019,3462019
34625401,
34625401002,3462002
34625401003,3462003
34625401006,3462006
34625401008,3462008
34625401010,3462010
34625401015,3462015
34625401017,3462017
34625402,
34625402001,3462001
34625402004,3462004
34625402009,3462009
34625402011,3462011
34625402012,3462012
34625402013,3462013
34625402016,3462016
34625402018,3462018
4,
4011,
40110000000,4011000
4012,
40120000000,4012000
5,
51,
5111,
51110000000,5111000
5112,
51120000000,5112000
5113,
51130000000,5113000
5114,
51140000000,5114000
5116,
51160000000,5116000
5117,
51170000000,5117000
5119,
51190000000,5119000
5120,
51200000000,5120000
5122,
51220000000,5122000
5124,
51240000000,5124000
5154,
51540004004,5154004
51540008008,5154008
51540012012,5154012
51540016016,5154016
51540020020,5154020
51540024024,5154024
51540028028,5154028
51540032032,5154032
51540036036,5154036
51540040040,5154040
51540044044,5154044
51540048048,5154048
51540052052,5154052
51540056056,5154056
51540060060,5154060
51540064064,5154064
5158,
51580004004,5158004
51580008008,5158008
51580012012,5158012
51580016016,5158016
51580020020,5158020
51580024024,5158024
51580026026,5158026
51580028028,5158028
51580032032,5158032
51580036036,5158036
5162,
51620004004,5162004
51620008008,5162008
51620012012,5162012
51620016016,5162016
51620020020,5162020
51620022022,5162022
51620024024,5162024
51620028028,5162028
5166,
51660004004,5166004
51660008008,5166008
51660012012,5166012
51660016016,5166016
51660020020,5166020
51660024024,5166024
51660028028,5166028
51660032032,5166032
51660036036,5166036
5170,
51700004004,5170004
51700008008,5170008
51700012012,5170012
51700016016,5170016
51700020020,5170020
51700024024,5170024
51700028028,5170028
51700032032,5170032
51700036036,5170036
51700040040,5170040
51700044044,5170044
51700048048,5170048
51700052052,5170052
53,
5314,
53140000000,5314000
5315,
53150000000,5315000
5316,
53160000000,5316000
5334,
53340002002,5334002
